"Measure","Time","Ethnicity","Ethnicity type","Role type","Broad grade","Grade","Entry level","Value","Headcount"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","All","ONS 6+1","Medical staff","Junior Doctor","Core Training","Graduate","NA","7642"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Asian","ONS 6+1","Medical staff","Junior Doctor","Core Training","Graduate","38.4","2625"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Black","ONS 6+1","Medical staff","Junior Doctor","Core Training","Graduate","5.4","370"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Chinese","ONS 6+1","Medical staff","Junior Doctor","Core Training","Graduate","3","204"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Mixed","ONS 6+1","Medical staff","Junior Doctor","Core Training","Graduate","3.4","229"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Other","ONS 6+1","Medical staff","Junior Doctor","Core Training","Graduate","4.8","325"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Unknown","ONS 6+1","Medical staff","Junior Doctor","Core Training","Graduate","NA","810"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","White","ONS 6+1","Medical staff","Junior Doctor","Core Training","Graduate","45.1","3079"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","All","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 1","Graduate","NA","6185"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Asian","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 1","Graduate","22.3","1286"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Black","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 1","Graduate","3.1","179"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Chinese","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 1","Graduate","3.7","215"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Mixed","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 1","Graduate","3.9","228"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Other","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 1","Graduate","3.2","182"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Unknown","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 1","Graduate","NA","412"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","White","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 1","Graduate","63.8","3683"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","All","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 2","Graduate","NA","6228"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Asian","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 2","Graduate","24.6","1390"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Black","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 2","Graduate","3.8","215"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Chinese","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 2","Graduate","3.3","187"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Mixed","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 2","Graduate","3.3","184"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Other","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 2","Graduate","3.7","207"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Unknown","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 2","Graduate","NA","579"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","White","ONS 6+1","Medical staff","Junior Doctor","Foundation Doctor Year 2","Graduate","61.4","3466"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","All","ONS 6+1","Medical staff","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","NA","3599"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Asian","ONS 6+1","Medical staff","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","18.9","619"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Black","ONS 6+1","Medical staff","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","2.1","68"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Chinese","ONS 6+1","Medical staff","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","0.5","17"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Mixed","ONS 6+1","Medical staff","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","1.2","39"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Other","ONS 6+1","Medical staff","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","2.3","77"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Unknown","ONS 6+1","Medical staff","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","NA","316"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","White","ONS 6+1","Medical staff","Other Doctor grades","Hospital Practitioner / Clinical Assistant","Graduate","75","2463"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","All","ONS 6+1","Medical staff","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","NA","1965"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Asian","ONS 6+1","Medical staff","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","16.7","305"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Black","ONS 6+1","Medical staff","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","2.7","50"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Chinese","ONS 6+1","Medical staff","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","1.5","27"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Mixed","ONS 6+1","Medical staff","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","1.5","28"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Other","ONS 6+1","Medical staff","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","1.9","35"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Unknown","ONS 6+1","Medical staff","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","NA","139"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","White","ONS 6+1","Medical staff","Other Doctor grades","Other and Local HCHS Doctor Grades","Graduate","75.6","1381"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","All","ONS 6+1","Medical staff","Senior Doctor","Specialty Doctor","Graduate","NA","4465"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Asian","ONS 6+1","Medical staff","Senior Doctor","Specialty Doctor","Graduate","46.4","1910"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Black","ONS 6+1","Medical staff","Senior Doctor","Specialty Doctor","Graduate","5.7","234"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Chinese","ONS 6+1","Medical staff","Senior Doctor","Specialty Doctor","Graduate","0.9","39"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Mixed","ONS 6+1","Medical staff","Senior Doctor","Specialty Doctor","Graduate","2.5","101"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Other","ONS 6+1","Medical staff","Senior Doctor","Specialty Doctor","Graduate","6.7","275"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Unknown","ONS 6+1","Medical staff","Senior Doctor","Specialty Doctor","Graduate","NA","346"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","White","ONS 6+1","Medical staff","Senior Doctor","Specialty Doctor","Graduate","37.9","1560"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","All","ONS 6+1","Medical staff","Junior Doctor","Specialty Registrar","Graduate","NA","29332"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Asian","ONS 6+1","Medical staff","Junior Doctor","Specialty Registrar","Graduate","36.9","9714"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Black","ONS 6+1","Medical staff","Junior Doctor","Specialty Registrar","Graduate","4.1","1073"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Chinese","ONS 6+1","Medical staff","Junior Doctor","Specialty Registrar","Graduate","2.6","687"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Mixed","ONS 6+1","Medical staff","Junior Doctor","Specialty Registrar","Graduate","2.8","745"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Other","ONS 6+1","Medical staff","Junior Doctor","Specialty Registrar","Graduate","4","1057"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Unknown","ONS 6+1","Medical staff","Junior Doctor","Specialty Registrar","Graduate","NA","3031"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","White","ONS 6+1","Medical staff","Junior Doctor","Specialty Registrar","Graduate","49.5","13025"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","All","ONS 6+1","Medical staff","Senior Doctor","Staff Grade","Graduate","NA","2075"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Asian","ONS 6+1","Medical staff","Senior Doctor","Staff Grade","Graduate","47.1","897"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Black","ONS 6+1","Medical staff","Senior Doctor","Staff Grade","Graduate","6.4","122"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Chinese","ONS 6+1","Medical staff","Senior Doctor","Staff Grade","Graduate","0.7","14"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Mixed","ONS 6+1","Medical staff","Senior Doctor","Staff Grade","Graduate","2.3","43"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Other","ONS 6+1","Medical staff","Senior Doctor","Staff Grade","Graduate","8.7","165"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Unknown","ONS 6+1","Medical staff","Senior Doctor","Staff Grade","Graduate","NA","171"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","White","ONS 6+1","Medical staff","Senior Doctor","Staff Grade","Graduate","34.8","663"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","All","ONS 6+1","Non-medical staff","All grades","All grades","All","NA","1066418"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Asian","ONS 6+1","Non-medical staff","All grades","All grades","All","5.4","55231"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Black","ONS 6+1","Non-medical staff","All grades","All grades","All","5.2","53025"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Chinese","ONS 6+1","Non-medical staff","All grades","All grades","All","0.4","3979"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Mixed","ONS 6+1","Non-medical staff","All grades","All grades","All","1.1","10708"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Other","ONS 6+1","Non-medical staff","All grades","All grades","All","1.6","16430"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Unknown","ONS 6+1","Non-medical staff","All grades","All grades","All","NA","48286"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","White","ONS 6+1","Non-medical staff","All grades","All grades","All","86.3","878759"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","All","ONS 6+1","Non-medical staff","Support Roles","Band 1","Non-Graduate","NA","43012"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Asian","ONS 6+1","Non-medical staff","Support Roles","Band 1","Non-Graduate","6.2","2511"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Black","ONS 6+1","Non-medical staff","Support Roles","Band 1","Non-Graduate","5.2","2086"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Chinese","ONS 6+1","Non-medical staff","Support Roles","Band 1","Non-Graduate","0.3","118"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Mixed","ONS 6+1","Non-medical staff","Support Roles","Band 1","Non-Graduate","1.1","462"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Other","ONS 6+1","Non-medical staff","Support Roles","Band 1","Non-Graduate","1.7","702"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Unknown","ONS 6+1","Non-medical staff","Support Roles","Band 1","Non-Graduate","NA","2644"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","White","ONS 6+1","Non-medical staff","Support Roles","Band 1","Non-Graduate","85.4","34489"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","All","ONS 6+1","Non-medical staff","Support Roles","Band 2","Non-Graduate","NA","179003"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Asian","ONS 6+1","Non-medical staff","Support Roles","Band 2","Non-Graduate","4.6","7768"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Black","ONS 6+1","Non-medical staff","Support Roles","Band 2","Non-Graduate","4.6","7835"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Chinese","ONS 6+1","Non-medical staff","Support Roles","Band 2","Non-Graduate","0.2","285"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Mixed","ONS 6+1","Non-medical staff","Support Roles","Band 2","Non-Graduate","1.1","1801"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Other","ONS 6+1","Non-medical staff","Support Roles","Band 2","Non-Graduate","1.4","2346"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Unknown","ONS 6+1","Non-medical staff","Support Roles","Band 2","Non-Graduate","NA","8861"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","White","ONS 6+1","Non-medical staff","Support Roles","Band 2","Non-Graduate","88.2","150107"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","All","ONS 6+1","Non-medical staff","Support Roles","Band 3","Non-Graduate","NA","144522"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Asian","ONS 6+1","Non-medical staff","Support Roles","Band 3","Non-Graduate","3.8","5267"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Black","ONS 6+1","Non-medical staff","Support Roles","Band 3","Non-Graduate","4.7","6537"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Chinese","ONS 6+1","Non-medical staff","Support Roles","Band 3","Non-Graduate","0.2","237"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Mixed","ONS 6+1","Non-medical staff","Support Roles","Band 3","Non-Graduate","1","1413"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Other","ONS 6+1","Non-medical staff","Support Roles","Band 3","Non-Graduate","1","1421"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Unknown","ONS 6+1","Non-medical staff","Support Roles","Band 3","Non-Graduate","NA","6484"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","White","ONS 6+1","Non-medical staff","Support Roles","Band 3","Non-Graduate","89.2","123163"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","All","ONS 6+1","Non-medical staff","Support Roles","Band 4","Non-Graduate","NA","94247"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Asian","ONS 6+1","Non-medical staff","Support Roles","Band 4","Non-Graduate","3.8","3433"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Black","ONS 6+1","Non-medical staff","Support Roles","Band 4","Non-Graduate","3.5","3127"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Chinese","ONS 6+1","Non-medical staff","Support Roles","Band 4","Non-Graduate","0.2","178"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Mixed","ONS 6+1","Non-medical staff","Support Roles","Band 4","Non-Graduate","1","880"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Other","ONS 6+1","Non-medical staff","Support Roles","Band 4","Non-Graduate","0.7","619"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Unknown","ONS 6+1","Non-medical staff","Support Roles","Band 4","Non-Graduate","NA","3749"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","White","ONS 6+1","Non-medical staff","Support Roles","Band 4","Non-Graduate","90.9","82261"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","All","ONS 6+1","Non-medical staff","Middle Roles","Band 5","Graduate","NA","236885"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Asian","ONS 6+1","Non-medical staff","Middle Roles","Band 5","Graduate","9","20211"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Black","ONS 6+1","Non-medical staff","Middle Roles","Band 5","Graduate","7.8","17582"
"Percentage of NHS staff in NHS trusts and CCGs","31/03/2010","Chinese","ONS 6+1","Non-medical staff","Middle Roles","Band 5","Graduate","0.4","990"
